id,name,rating,address,description,review,alias,image_url,is_closed,review_count,latitude,longitude,location,display_phone,price,distrito
vrIlxbQF_KznPQhxQKW3Ag,Cafeteria Sol,3.0,"Plaza Mayor de Barajas, 6, 28042 Madrid, Spain",Spanish Cafeteria ,,cafeteria-sol-madrid,https://s3-media4.fl.yelpcdn.com/bphoto/Wdci8pZdToLlmSqnSbEMVw/o.jpg,False,1,40.4737767,-3.578191,"{'address1': 'Plaza Mayor de Barajas, 6', 'address2': '', 'address3': None, 'city': 'Madrid', 'zip_code': '28042', 'country': 'ES', 'state': 'M', 'display_address': ['Plaza Mayor de Barajas, 6', '28042 Madrid', 'Spain']}",,,Barajas
Puix5GQZDHsAGER4PGL5gg,Bar Madrid,5.0,"Avendia Logroño, 124, 28042 Madrid, Spain",Dive Bars Coffee & Tea ,"Not really sure where to start with the review. It's super close to downtown. The people are amazingly friendly, the drinks are great, the food is good..... ",bar-madrid-madrid,,False,1,40.4719582,-3.5815401,"{'address1': 'Avendia Logroño, 124', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28042', 'country': 'ES', 'state': 'M', 'display_address': ['Avendia Logroño, 124', '28042 Madrid', 'Spain']}",,,Barajas
-pKj-MwYkwN6cYKV6iJNKg,Urban Grill,4.0,"Adolfo Suarez Madrid Aeroporto, Place Terminal T2., Madrid, Spain",Spanish ,"Madrid was a stopover and I had gotten there at around 8am. I wasn't impressed with this particular airport as there wasn't enough variety in food. My.... This is probably as good as airport food can get. And it's a pretty good deal too!

For less than 20 euros (I can't remember exactly how much), you can get.... Airport dining is typically hit or miss.  Terminal 1 at this airport has limited dining choices especially when you consider places like O'Hare or JFk.  My.... ",urban-grill-madrid,https://s3-media4.fl.yelpcdn.com/bphoto/Lcq1kYVMWeuBZsIjGGlu6w/o.jpg,False,11,40.4697924536073,-3.56981417441762,"{'address1': 'Adolfo Suarez Madrid Aeroporto', 'address2': 'Place Terminal T2.', 'address3': '', 'city': 'Madrid', 'zip_code': '', 'country': 'ES', 'state': 'M', 'display_address': ['Adolfo Suarez Madrid Aeroporto', 'Place Terminal T2.', 'Madrid', 'Spain']}",+34 620 25 97 54,€€,Barajas
x4EtOYdOrYZ-2CP7gajzoQ,The Food Gallery,3.0,"Aeropuerto de Barajas, Terminal 1, 28042 Madrid, Spain",Fast Food Convenience Stores ,,the-food-gallery-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/lFempk7yBf5DAguppRDhAA/o.jpg,False,1,40.4542,-3.55074,"{'address1': 'Aeropuerto de Barajas', 'address2': 'Terminal 1', 'address3': '', 'city': 'Madrid', 'zip_code': '28042', 'country': 'ES', 'state': 'M', 'display_address': ['Aeropuerto de Barajas', 'Terminal 1', '28042 Madrid', 'Spain']}",+34 932 40 15 15,,Barajas
QtJUuAPip2hTxujHsljd3g,Kirei,1.0,"Avenida de la Hispanidad, s/n, Planta 1, Terminal 4, 28042 Madrid, Spain",Japanese ,"The staff was beyond rude, and I wouldn't recommend coming here, I typically like to eat at restaurants at airports to relax and for the service but dodge.... Decent sushi. I'm a sushi snob and was completely turned off by the ignorance of the staff. If you choose to work at a sushi spot, you should do your.... If I could give a zero, I would. The staff took the semi-acceptable sushi and made it terrible with their horrible attitudes and joking behavior. They made.... ",kirei-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/tEalXJvQuAI2zvpqApemIw/o.jpg,False,4,40.490436,-3.59151,"{'address1': 'Avenida de la Hispanidad, s/n', 'address2': 'Planta 1', 'address3': 'Terminal 4', 'city': 'Madrid', 'zip_code': '28042', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de la Hispanidad, s/n', 'Planta 1', 'Terminal 4', '28042 Madrid', 'Spain']}",+34 620 26 64 05,€€€,Barajas
pIJsygG-dMFs8xu7PJeJSA,Eating Point,3.0,"Avenida de la Hispanidad, s/n, 28042 Madrid, Spain",Cafeteria Breakfast & Brunch ,"Pretty good for a quick breakfast at the airport. The barista made 2 gorgeous cafe lattes and the bocadillo jamon con brie was really nice.. T4 Madrid airport.Eating point restaurant serves Italian pizza,grilled meat and paella.Seen a lot of air stewards and pilots eating here.Paella rice was.... ",eating-point-madrid,https://s3-media4.fl.yelpcdn.com/bphoto/gEvAD_iH3fOQzeFwO11cjQ/o.jpg,False,3,40.4911679317723,-3.59200202661134,"{'address1': 'Avenida de la Hispanidad, s/n', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28042', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de la Hispanidad, s/n', '28042 Madrid', 'Spain']}",+34 620 24 46 36,,Barajas
Vax6K7m0bofj1G3sNFMHPA,Eating Point,2.0,"Aeropuerto de Madrid Barajas T2, 28042 Madrid, Spain",Cafeteria ,"Food is not bad. The worth thing to observe is the payment system/buzzer.  Pretty sleek, but at the end - someone needs to add a buck of paper slips, stamp.... ",eating-point-madrid-2,https://s3-media2.fl.yelpcdn.com/bphoto/S9DsZRL1Xz2myuSjdDqF6w/o.jpg,False,4,40.4710468507318,-3.57123635594569,"{'address1': 'Aeropuerto de Madrid Barajas T2', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28042', 'country': 'ES', 'state': 'M', 'display_address': ['Aeropuerto de Madrid Barajas T2', '28042 Madrid', 'Spain']}",,€€,Barajas
nVcym3fTImXH30_EFSYV2A,Cafetería El Cuervo,4.0,"Paseo Zurrón, 1, 28042 Madrid, Spain",Breakfast & Brunch Cafeteria Tapas/Small Plates ,When I write a review I first consider the fact that reviews can impact someone's livelihood and I write with the public's interest in mind. That.... ,cafetería-el-cuervo-madrid-2,https://s3-media3.fl.yelpcdn.com/bphoto/8a295wFQPDCia0zCy5A66w/o.jpg,False,3,40.4696799,-3.58851,"{'address1': 'Paseo Zurrón, 1', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28042', 'country': 'ES', 'state': 'M', 'display_address': ['Paseo Zurrón, 1', '28042 Madrid', 'Spain']}",+34 917 47 24 06,,Barajas
-9s3M2GVNR2WAfO6UVyqLA,El Liberal,3.5,"Paseo Zurrón, 7, 28042 Madrid, Spain",Tapas Bars ,,el-liberal-madrid,,False,3,40.4696728,-3.5875086,"{'address1': 'Paseo Zurrón, 7', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28042', 'country': 'ES', 'state': 'M', 'display_address': ['Paseo Zurrón, 7', '28042 Madrid', 'Spain']}",,,Barajas
mO-Ei2tg6qODvJRDteur1w,Mahoudrid,4.0,"Aeropuerto Adolfo Suárez, Avenida De La Hispanidad, s/n, 28042 Madrid, Spain",Sandwiches Tapas Bars ,"I was pleasantly surprised that I was happy with the food we ordered, given that this is at an airport. Out of the two things we ordered, the jamon with.... This was the perfect airport kick off me and my ridiculous group of friends needed. For it being an airport the prices were reasonable and they carried a.... Perfect for when you get off the plane and are jet lagged. Great coffee and snacks, especially café con leche and a bocadillo. 
Es perfecto cuando llega al.... ",mahoudrid-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/s0g22XOGvjX7Qygs5XqRVw/o.jpg,False,5,40.479419708252,-3.57614541053772,"{'address1': 'Aeropuerto Adolfo Suárez', 'address2': 'Avenida De La Hispanidad, s/n', 'address3': '', 'city': 'Madrid', 'zip_code': '28042', 'country': 'ES', 'state': 'M', 'display_address': ['Aeropuerto Adolfo Suárez', 'Avenida De La Hispanidad, s/n', '28042 Madrid', 'Spain']}",+34 620 27 63 92,,Barajas
_URHxjvfcmpp_kwK9d--hQ,Egun-on,4.0,"Paseo del Zurrón, 31, 28042 Madrid, Spain",Spanish ,,egun-on-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/o-bjdp-ESTxP62jZFAIDIw/o.jpg,False,1,40.4695347689325,-3.5860429153024,"{'address1': 'Paseo del Zurrón, 31', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28042', 'country': 'ES', 'state': 'M', 'display_address': ['Paseo del Zurrón, 31', '28042 Madrid', 'Spain']}",+34 913 29 01 11,,Barajas
9kfLFHsjxiOhNGBKygImyw,Telepizza,3.0,"Calle Urano, 5, 28042 Madrid, Spain",Pizza ,"Awful rip off. Pizza was barely cooked so it was like eating raw dough. Cheese sticks were frozen and reheated. And we paid 45€. Other places deliver and I.... Good food for Spain, dough is soft and garden topping was tasty. Overall we were not very impressed with the food in Madrid but this was better than most.. ",telepizza-madrid-34,,False,3,40.4728118,-3.5794375,"{'address1': 'Calle Urano, 5', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28042', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Urano, 5', '28042 Madrid', 'Spain']}",+34 913 29 38 78,,Barajas
CAnh8g7zpeL71ALaK_G-SQ,Royal Irish Pub,1.5,"Avenida Logroño 327, 28042 Madrid, Spain",,,royal-irish-pub-madrid,,False,2,40.4726359,-3.5820703,"{'address1': 'Avenida Logroño 327', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28042', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida Logroño 327', '28042 Madrid', 'Spain']}",+34 913 29 45 48,,Barajas
dV9N_SLWpMFMBD9FIFsedQ,Churreria Avenida,4.0,"Calle del Timón, 29, 28042 Madrid, Spain",Churros Cafeteria ,,churreria-avenida-madrid-2,https://s3-media2.fl.yelpcdn.com/bphoto/mmgLp8BZTiFfJrDZUb1CEg/o.jpg,False,1,40.472255473865,-3.58854588121176,"{'address1': 'Calle del Timón, 29', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28042', 'country': 'ES', 'state': 'M', 'display_address': ['Calle del Timón, 29', '28042 Madrid', 'Spain']}",,,Barajas
Q33_3UMUz-TPJEhE_V20Ug,Asador Don Antonio,4.0,"Avenida de Carabanchel Alto, 58, 28044 Madrid, Spain",Spanish Steakhouses ,,asador-don-antonio-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/nNGDT1sVkY8LchivZbAfuQ/o.jpg,False,1,40.37048,-3.75322,"{'address1': 'Avenida de Carabanchel Alto, 58', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de Carabanchel Alto, 58', '28044 Madrid', 'Spain']}",+34 915 08 48 04,,Carabanchel
CBof9dh2jQPmpP7UkmkGPA,Devinums,4.0,"Avenida de Nuestra Señora de Fátima, 86, 28047 Madrid, Spain",Wine Bars Spanish ,,devinums-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/we6hiidyTNKM3v6hcsrsig/o.jpg,False,2,40.38158,-3.74826,"{'address1': 'Avenida de Nuestra Señora de Fátima, 86', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de Nuestra Señora de Fátima, 86', '28047 Madrid', 'Spain']}",+34 914 62 88 28,,Carabanchel
0pVmqQ_DbqQfrlcse56duQ,Madroñal,4.0,"Plaza de la Emperatriz, 12, 28044 Madrid, Spain",Dive Bars Spanish Tapas/Small Plates ,"Always great service here. Amazing for cañas and tapas, not so much for ordering in but I've not BC tried the menu yet.  Always busy but attentive service..... ",madroñal-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/YYNrB3RUL3BQq-KSZ7lpBQ/o.jpg,False,3,40.37377,-3.75149,"{'address1': 'Plaza de la Emperatriz, 12', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Plaza de la Emperatriz, 12', '28044 Madrid', 'Spain']}",+34 915 08 39 43,,Carabanchel
zkdiONcVXjLpbIpvwhRw8w,Asador Avelino,4.5,"Calle Joaquín Turina, 42, 28044 Madrid, Spain",Steakhouses ,,asador-avelino-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/BfjimSlabhxkbDT4k2eudA/o.jpg,False,3,40.3721394187008,-3.75517931692711,"{'address1': 'Calle Joaquín Turina, 42', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Joaquín Turina, 42', '28044 Madrid', 'Spain']}",+34 915 08 40 80,€€,Carabanchel
-XVpVNwNhxepiYGbjcYvPA,Passaparola L´Originale,4.5,"Calle de Guareña, 10, 28044 Madrid, Spain",Italian ,,passaparola-l-originale-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/u7S9boczgasMCmtaCjsXIw/o.jpg,False,6,40.388037,-3.766055,"{'address1': 'Calle de Guareña, 10', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Guareña, 10', '28044 Madrid', 'Spain']}",+34 915 09 50 91,€€,Carabanchel
4M5OuwFb0bQR5fIVUpYS6g,Pulpería Caracolería,4.0,"Avenida de Nuestra Señora de Fátima, 55, 28047 Madrid, Spain",Spanish Seafood ,,pulpería-caracolería-madrid-2,https://s3-media4.fl.yelpcdn.com/bphoto/NfTu97EwPOlzfDxDedc0gQ/o.jpg,False,5,40.38352,-3.74707,"{'address1': 'Avenida de Nuestra Señora de Fátima, 55', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de Nuestra Señora de Fátima, 55', '28047 Madrid', 'Spain']}",+34 915 25 02 20,,Carabanchel
3EaO944TJqBk4wMzH8MUIg,Punto de Encuentro,4.5,"Calle de Maqueda, 136, 28024 Madrid, Spain",Tapas Bars Pubs ,,punto-de-encuentro-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/b8eYjFpsc2_qtdCtyoD-Wg/o.jpg,False,8,40.38737,-3.761658,"{'address1': 'Calle de Maqueda, 136', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28024', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Maqueda, 136', '28024 Madrid', 'Spain']}",+34 917 19 48 05,€,Carabanchel
AVfSGQV8f_GNffHrQvlT6g,Alba,4.0,"Avenida de Nuestra Señora de Fátima, 85, 28047 Madrid, Spain",Tapas Bars ,,alba-madrid-2,https://s3-media4.fl.yelpcdn.com/bphoto/oA81uiAEWtFmVRtUCiGERw/o.jpg,False,1,40.38035,-3.74835,"{'address1': 'Avenida de Nuestra Señora de Fátima, 85', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de Nuestra Señora de Fátima, 85', '28047 Madrid', 'Spain']}",+34 649 97 05 38,,Carabanchel
Vf-MegcxvZGrVObkLCQABA,El Rincón del Greco,2.0,"Avenida Nuestra Señora de Fátima, 98, 28047 Madrid, Spain",Beer Bar Gastropubs Cocktail Bars ,,el-rincón-del-greco-madrid-2,https://s3-media2.fl.yelpcdn.com/bphoto/2BwrkiBlwxnjGxAPCieCyQ/o.jpg,False,1,40.3799402,-3.7489596,"{'address1': 'Avenida Nuestra Señora de Fátima, 98', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida Nuestra Señora de Fátima, 98', '28047 Madrid', 'Spain']}",+34 658 62 38 48,€,Carabanchel
r_GxGIW3uxzkIwH_QYvlCQ,El Timón del Terraza,4.5,"Calle de Camarena, 254, 28047 Madrid, Spain",Arroceria / Paella Mediterranean ,,el-timón-del-terraza-madrid-2,https://s3-media1.fl.yelpcdn.com/bphoto/tZxAM6F-ySlNrhQFvv10cw/o.jpg,False,3,40.38679,-3.75789,"{'address1': 'Calle de Camarena, 254', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Camarena, 254', '28047 Madrid', 'Spain']}",+34 917 18 16 50,,Carabanchel
tiB8fgeLd5zEMb8DsSRZMg,La Codorniz,3.0,"Calle del Pingüino, 1, 28047 Madrid, Spain",Tapas Bars ,,la-codorniz-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/7EIwRmQzf3PK058vSPqZ1g/o.jpg,False,1,40.37939,-3.74941,"{'address1': 'Calle del Pingüino, 1', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Calle del Pingüino, 1', '28047 Madrid', 'Spain']}",,,Carabanchel
7Xy61WvYb1i_YrFUBV8N1A,Pikondo,3.5,"Calle de Ocaña, 112, 28047 Madrid, Spain",Basque ,,pikondo-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/0dm6dp3BtWTtwhWyTWub2g/o.jpg,False,2,40.3871449178572,-3.7519316265199,"{'address1': 'Calle de Ocaña, 112', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Ocaña, 112', '28047 Madrid', 'Spain']}",+34 911 72 07 45,€€,Carabanchel
8Gc7wqzSyKXHyanfJF7FbQ,Per-Mar,3.0,"Calle de Eugenia de Montijo, 88, 28025 Madrid, Spain",Breakfast & Brunch Tapas Bars ,,per-mar-madrid,https://s3-media4.fl.yelpcdn.com/bphoto/PQ9fa7MURnXi111_TcnEJQ/o.jpg,False,1,40.37849,-3.7481,"{'address1': 'Calle de Eugenia de Montijo, 88', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Eugenia de Montijo, 88', '28025 Madrid', 'Spain']}",+34 914 62 40 03,,Carabanchel
PGMU9o8LAyiYI8MxAf4ycA,El Secreto de Dora,4.0,"Avenida de la Plaza de Toros, 17, 28025 Madrid, Spain",Spanish Tapas Bars ,,el-secreto-de-dora-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/uzbWCWvKcjrjM6cHtYHxnQ/o.jpg,False,4,40.38575,-3.73993,"{'address1': 'Avenida de la Plaza de Toros, 17', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de la Plaza de Toros, 17', '28025 Madrid', 'Spain']}",+34 914 28 41 21,,Carabanchel
Df2QXaDafecLJp0EXrdgLA,Vukata,3.5,"Calle Maqueda, 138, 28024 Madrid, Spain",Steakhouses ,,vukata-madrid-2,https://s3-media2.fl.yelpcdn.com/bphoto/R32th8WkXHEFoaAGKxOKgQ/o.jpg,False,2,40.3873596,-3.7616601,"{'address1': 'Calle Maqueda, 138', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28024', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Maqueda, 138', '28024 Madrid', 'Spain']}",+34 915 09 85 76,€€,Carabanchel
clhG04VtJ_QjN9skAZLMTw,Casa Lucio,5.0,"Plaza de la Emperatriz, 13, 28019 Madrid, Spain",Spanish Dive Bars Tapas Bars ,A little away from the tourist traps of the plaza this place has fantastic food.  Prices are not cheap but you get a very high Michelin level meal.. ,casa-lucio-madrid-2,https://s3-media2.fl.yelpcdn.com/bphoto/lihashJpiobNYvZ3pDRdfg/o.jpg,False,2,40.3733099,-3.75113,"{'address1': 'Plaza de la Emperatriz, 13', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28019', 'country': 'ES', 'state': 'M', 'display_address': ['Plaza de la Emperatriz, 13', '28019 Madrid', 'Spain']}",+34 915 08 55 21,,Carabanchel
hwT-JlbdK-78oYD6rKxWUA,Bar 100,3.0,"Avenida de Carabanchel Alto, 94, 28044 Madrid, Spain",Tapas Bars ,,bar-100-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/m6rjiGoiAIqC2zcz5VH4fA/o.jpg,False,1,40.36764,-3.75352,"{'address1': 'Avenida de Carabanchel Alto, 94', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de Carabanchel Alto, 94', '28044 Madrid', 'Spain']}",+34 915 08 03 56,,Carabanchel
FEqDZIxLe8_KHR53l8kr6Q,La Suegra,5.0,"Calle de Castrogeriz, 18, 28025 Madrid, Spain",Latin American ,,la-suegra-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/j15fs9bvpXkadNyCXI8OqQ/o.jpg,False,2,40.38651,-3.74004,"{'address1': 'Calle de Castrogeriz, 18', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Castrogeriz, 18', '28025 Madrid', 'Spain']}",+34 664 77 00 10,,Carabanchel
3VZKGNDCJAP2SmPoSaJISQ,Paraíso del Jamón,4.0,"Avenida de la Plaza de Toros, 10, 28025 Madrid, Spain",Spanish Tapas Bars Food ,,paraíso-del-jamón-madrid-4,https://s3-media2.fl.yelpcdn.com/bphoto/6mFe8fBvpWE1lEQVcstvpA/o.jpg,False,1,40.3859,-3.73786,"{'address1': 'Avenida de la Plaza de Toros, 10', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de la Plaza de Toros, 10', '28025 Madrid', 'Spain']}",+34 914 61 43 82,,Carabanchel
hWZR7yXok41jebkp5UdnWg,Ruper King,3.5,"Avenida de Nuestra Señora de Fátima, 80, 28047 Madrid, Spain",Tapas Bars ,,ruper-king-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/GOn-iv-1EtjM-pQjyW2XOQ/o.jpg,False,2,40.38236,-3.74804,"{'address1': 'Avenida de Nuestra Señora de Fátima, 80', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de Nuestra Señora de Fátima, 80', '28047 Madrid', 'Spain']}",,,Carabanchel
Fv9orpCINPsnXSvoEKYc-w,Alegría,3.5,"Calle de Illescas, 98, 28047 Madrid, Spain",Chinese ,,alegría-madrid-2,https://s3-media1.fl.yelpcdn.com/bphoto/RWF8qyHshszvuMk3azpxMw/o.jpg,False,2,40.38987,-3.75272,"{'address1': 'Calle de Illescas, 98', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Illescas, 98', '28047 Madrid', 'Spain']}",+34 917 18 19 27,,Carabanchel
OJGKuZuMwu6rssMZIlCUeg,Pastachuta,5.0,"Calle de Castrogeriz, 9, 28025 Madrid, Spain",Food Delivery Services Argentine ,,pastachuta-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/TO1tivFKom1i0GWcKjDiAA/o.jpg,False,1,40.38594,-3.74029,"{'address1': 'Calle de Castrogeriz, 9', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Castrogeriz, 9', '28025 Madrid', 'Spain']}",+34 914 28 49 35,,Carabanchel
WlBRNEz1HAKzAguJUPqlow,Taberna España,4.0,"Calle Quero, 51, 28024 Madrid, Spain",Tabernas ,,taberna-españa-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/_MHXj6dxsCWuPGykpwwJ-Q/o.jpg,False,1,40.3902092,-3.76106,"{'address1': 'Calle Quero, 51', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28024', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Quero, 51', '28024 Madrid', 'Spain']}",,€,Carabanchel
t5fnqnQRg4qB1m2AeolQow,La Campana de León,4.0,"Calle de la Oca, 21, 28025 Madrid, Spain",Tapas/Small Plates Tapas Bars ,,la-campana-de-león-madrid,https://s3-media3.fl.yelpcdn.com/bphoto/10fvDo-PyrkD-K5AfHAG8Q/o.jpg,False,1,40.38956,-3.73493,"{'address1': 'Calle de la Oca, 21', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de la Oca, 21', '28025 Madrid', 'Spain']}",+34 914 61 04 24,,Carabanchel
yVh_d9p9QrLI-eOgatjjIg,Maneras de Vivir,4.0,"Avenida Plaza de Toros, 17-19, 28025 Madrid, Spain",Tapas Bars ,,maneras-de-vivir-madrid,https://s3-media4.fl.yelpcdn.com/bphoto/25rhnZjb9si9buU3zrnQbQ/o.jpg,False,1,40.3856584898364,-3.73979564756155,"{'address1': 'Avenida Plaza de Toros, 17-19', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida Plaza de Toros, 17-19', '28025 Madrid', 'Spain']}",,€€,Carabanchel
expdNnYL4iSPqUeYKEhZfw,El Paseo,5.0,"Paseo de Muñoz Grandes, 27, 28025 Madrid, Spain",Churros Cafeteria Chocolatiers & Shops ,,el-paseo-madrid-2,https://s3-media4.fl.yelpcdn.com/bphoto/lwHCpf9MN2QFnHjWCchcOw/o.jpg,False,1,40.38669,-3.74224,"{'address1': 'Paseo de Muñoz Grandes, 27', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Paseo de Muñoz Grandes, 27', '28025 Madrid', 'Spain']}",+34 914 61 19 26,€,Carabanchel
34T83x5b7hprmkiUzEoEBw,La Trattoria di Aluche,3.5,"Calle de Guareña, 4, 28044 Madrid, Spain",Italian ,,la-trattoria-di-aluche-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/v4Uhu2v3h7NF8-UcQkUhJw/o.jpg,False,4,40.3887799,-3.76631,"{'address1': 'Calle de Guareña, 4', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Guareña, 4', '28044 Madrid', 'Spain']}",+34 917 05 17 52,€,Carabanchel
VPVpeysTFE6nENQHgV6x7Q,Oriente City,3.5,"Avenida de Nuestra Señora de Fátima, 84, 28047 Madrid, Spain",Chinese ,,oriente-city-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/Iv8leE0nE1aXOsh9bATjEw/o.jpg,False,2,40.38199,-3.74835,"{'address1': 'Avenida de Nuestra Señora de Fátima, 84', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de Nuestra Señora de Fátima, 84', '28047 Madrid', 'Spain']}",+34 914 61 39 24,,Carabanchel
t8rJ11VQSlizRRyZU5cmpQ,Radiante,4.0,"Calle de Guareña, 2, 28044 Madrid, Spain",Chinese ,,radiante-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/4NwcV-zb40Hlc_i_nsf1vg/o.jpg,False,2,40.38913,-3.76643,"{'address1': 'Calle de Guareña, 2', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Guareña, 2', '28044 Madrid', 'Spain']}",+34 917 10 70 23,€,Carabanchel
kYdes0OXvcOw3o5nxj5byQ,El Emperador,3.0,"Calle de Eugenia de Montijo, 112, 28044 Madrid, Spain",Tapas Bars ,,el-emperador-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/ghxc3pbXn-qjE6izLoSWEA/o.jpg,False,1,40.3744,-3.75121,"{'address1': 'Calle de Eugenia de Montijo, 112', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Eugenia de Montijo, 112', '28044 Madrid', 'Spain']}",+34 915 08 66 92,,Carabanchel
